query_flight_iata,airline_name,departure_airport,departure_iata,departure_scheduled,arrival_airport,arrival_iata,arrival_scheduled,flight_status
CX701,Qatar Airways,Hong Kong International,HKG,2026-08-16T16:05:00+00:00,Suvarnabhumi International,BKK,2026-08-16T18:00:00+00:00,active
CX617,Cathay Pacific,Hong Kong International,HKG,2026-08-16T22:15:00+00:00,Suvarnabhumi International,BKK,2026-08-17T00:10:00+00:00,scheduled
CX700,MIAT Mongolian Airlines,Suvarnabhumi International,BKK,2026-08-16T07:35:00+00:00,Hong Kong International,HKG,2026-08-16T11:35:00+00:00,landed
CX750,MIAT Mongolian Airlines,Suvarnabhumi International,BKK,2026-08-16T11:00:00+00:00,Hong Kong International,HKG,2026-08-16T15:05:00+00:00,landed
CX774,Qatar Airways,Suvarnabhumi International,BKK,2026-08-16T12:10:00+00:00,Hong Kong International,HKG,2026-08-16T16:15:00+00:00,landed
CX754,Qatar Airways,Suvarnabhumi International,BKK,2026-08-16T12:35:00+00:00,Hong Kong International,HKG,2026-08-16T16:40:00+00:00,landed
CX654,Qatar Airways,Suvarnabhumi International,BKK,2026-08-16T15:00:00+00:00,Hong Kong International,HKG,2026-08-16T19:05:00+00:00,landed
CX706,Bangkok Airways,Suvarnabhumi International,BKK,2026-08-16T16:25:00+00:00,Hong Kong International,HKG,2026-08-16T20:30:00+00:00,landed
CX708,Qatar Airways,Suvarnabhumi International,BKK,2026-08-16T17:30:00+00:00,Hong Kong International,HKG,2026-08-16T21:30:00+00:00,active
CX704,Qatar Airways,Suvarnabhumi International,BKK,2026-08-16T19:10:00+00:00,Hong Kong International,HKG,2026-08-16T23:05:00+00:00,active
HX775,Turkish Airlines,Hong Kong International,HKG,2026-08-16T12:45:00+00:00,Suvarnabhumi International,BKK,2026-08-16T14:55:00+00:00,landed
HX759,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T23:00:00+00:00,Suvarnabhumi International,BKK,2026-08-17T01:00:00+00:00,scheduled
HX760,Hong Kong Airlines,Suvarnabhumi International,BKK,2026-08-17T02:00:00+00:00,Hong Kong International,HKG,2026-08-17T05:55:00+00:00,scheduled
HX776,Turkish Airlines,Suvarnabhumi International,BKK,2026-08-16T15:55:00+00:00,Hong Kong International,HKG,2026-08-16T19:55:00+00:00,landed
EK385,Emirates,Suvarnabhumi International,BKK,2026-08-17T01:35:00+00:00,Dubai,DXB,2026-08-17T04:40:00+00:00,scheduled
HB2295,Greater Bay Airlines,Hong Kong International,HKG,2026-08-16T17:50:00+00:00,Suvarnabhumi International,BKK,2026-08-16T19:45:00+00:00,active
HB2296,Greater Bay Airlines,Suvarnabhumi International,BKK,2026-08-16T20:45:00+00:00,Hong Kong International,HKG,2026-08-17T00:50:00+00:00,scheduled
HB282,Greater Bay Airlines,Suvarnabhumi International,BKK,2026-08-15T00:40:00+00:00,Hong Kong International,HKG,2026-08-15T04:45:00+00:00,landed
MU726,China Eastern Airlines,Hong Kong International,HKG,2026-08-16T07:30:00+00:00,Shanghai Pudong International,PVG,2026-08-16T10:15:00+00:00,landed
MU724,Shanghai Airlines,Hong Kong International,HKG,2026-08-16T09:45:00+00:00,Shanghai Pudong International,PVG,2026-08-16T12:25:00+00:00,landed
MU502,Juneyao Air,Hong Kong International,HKG,2026-08-16T12:50:00+00:00,Shanghai Pudong International,PVG,2026-08-16T15:15:00+00:00,landed
MU508,China Eastern Airlines,Hong Kong International,HKG,2026-08-16T15:05:00+00:00,Shanghai Pudong International,PVG,2026-08-16T18:00:00+00:00,landed
MU510,China Eastern Airlines,Hong Kong International,HKG,2026-08-16T17:05:00+00:00,Shanghai Pudong International,PVG,2026-08-16T19:40:00+00:00,landed
MU506,Shanghai Airlines,Hong Kong International,HKG,2026-08-16T20:05:00+00:00,Shanghai Pudong International,PVG,2026-08-16T22:40:00+00:00,active
MU7366,China Eastern Airlines,Hong Kong International,HKG,2026-08-16T22:05:00+00:00,Shanghai Pudong International,PVG,2026-08-17T00:40:00+00:00,scheduled
MU7365,Shanghai Airlines,Shanghai Pudong International,PVG,2026-08-16T06:20:00+00:00,Hong Kong International,HKG,2026-08-16T08:45:00+00:00,landed
MU501,Juneyao Air,Shanghai Pudong International,PVG,2026-08-16T09:00:00+00:00,Hong Kong International,HKG,2026-08-16T11:50:00+00:00,landed
MU507,Shanghai Airlines,Shanghai Pudong International,PVG,2026-08-16T10:50:00+00:00,Hong Kong International,HKG,2026-08-16T14:05:00+00:00,landed
MU509,Juneyao Air,Shanghai Pudong International,PVG,2026-08-16T12:55:00+00:00,Hong Kong International,HKG,2026-08-16T16:05:00+00:00,landed
MU505,Shanghai Airlines,Shanghai Pudong International,PVG,2026-08-16T16:20:00+00:00,Hong Kong International,HKG,2026-08-16T19:05:00+00:00,active
MU723,Shanghai Airlines,Shanghai Pudong International,PVG,2026-08-16T18:25:00+00:00,Hong Kong International,HKG,2026-08-16T21:05:00+00:00,active
MU725,Shanghai Airlines,Shanghai Pudong International,PVG,2026-08-16T21:00:00+00:00,Hong Kong International,HKG,2026-08-16T23:45:00+00:00,active
HX236,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T08:05:00+00:00,Shanghai Pudong International,PVG,2026-08-16T10:40:00+00:00,landed
HX246,Hainan Airlines,Hong Kong International,HKG,2026-08-16T13:00:00+00:00,Shanghai Pudong International,PVG,2026-08-16T15:40:00+00:00,landed
HX232,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T19:10:00+00:00,Shanghai Pudong International,PVG,2026-08-16T21:55:00+00:00,scheduled
HX234,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T21:20:00+00:00,Shanghai Pudong International,PVG,2026-08-16T23:50:00+00:00,scheduled
HX231,Hong Kong Airlines,Shanghai Pudong International,PVG,2026-08-16T07:35:00+00:00,Hong Kong International,HKG,2026-08-16T10:20:00+00:00,landed
HX235,Hainan Airlines,Shanghai Pudong International,PVG,2026-08-16T09:15:00+00:00,Hong Kong International,HKG,2026-08-16T12:05:00+00:00,landed
HX237,Hainan Airlines,Shanghai Pudong International,PVG,2026-08-16T11:55:00+00:00,Hong Kong International,HKG,2026-08-16T14:45:00+00:00,landed
HX247,Hainan Airlines,Shanghai Pudong International,PVG,2026-08-16T16:55:00+00:00,Hong Kong International,HKG,2026-08-16T19:45:00+00:00,active
CX316,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:10:00+00:00,Shanghai Pudong International,PVG,2026-08-16T11:05:00+00:00,landed
CX368,Cathay Pacific,Hong Kong International,HKG,2026-08-16T09:20:00+00:00,Shanghai Pudong International,PVG,2026-08-16T12:05:00+00:00,landed
CX376,Cathay Pacific,Hong Kong International,HKG,2026-08-16T10:25:00+00:00,Shanghai Pudong International,PVG,2026-08-16T13:15:00+00:00,landed
CX360,Cathay Pacific,Hong Kong International,HKG,2026-08-16T13:40:00+00:00,Shanghai Pudong International,PVG,2026-08-16T16:25:00+00:00,landed
CX380,Cathay Pacific,Hong Kong International,HKG,2026-08-16T15:00:00+00:00,Shanghai Pudong International,PVG,2026-08-16T17:50:00+00:00,landed
CX364,Cathay Pacific,Hong Kong International,HKG,2026-08-16T17:25:00+00:00,Shanghai Pudong International,PVG,2026-08-16T20:15:00+00:00,landed
CX362,Cathay Pacific,Hong Kong International,HKG,2026-08-16T19:20:00+00:00,Shanghai Pudong International,PVG,2026-08-16T22:10:00+00:00,scheduled
CX302,Cathay Pacific,Hong Kong International,HKG,2026-08-16T21:05:00+00:00,Shanghai Pudong International,PVG,2026-08-16T23:55:00+00:00,scheduled
CX303,Cathay Pacific,Shanghai Pudong International,PVG,2026-08-16T07:20:00+00:00,Hong Kong International,HKG,2026-08-16T10:10:00+00:00,landed
CX361,Cathay Pacific,Shanghai Pudong International,PVG,2026-08-16T08:35:00+00:00,Hong Kong International,HKG,2026-08-16T11:25:00+00:00,landed
CX365,Cathay Pacific,Shanghai Pudong International,PVG,2026-08-16T09:35:00+00:00,Hong Kong International,HKG,2026-08-16T12:30:00+00:00,landed
CX319,Cathay Pacific,Shanghai Pudong International,PVG,2026-08-16T12:20:00+00:00,Hong Kong International,HKG,2026-08-16T15:15:00+00:00,landed
CX367,Cathay Pacific,Shanghai Pudong International,PVG,2026-08-16T13:20:00+00:00,Hong Kong International,HKG,2026-08-16T16:15:00+00:00,active
CX377,Cathay Pacific,Shanghai Pudong International,PVG,2026-08-16T14:30:00+00:00,Hong Kong International,HKG,2026-08-16T17:25:00+00:00,active
CX369,Cathay Pacific,Shanghai Pudong International,PVG,2026-08-16T17:40:00+00:00,Hong Kong International,HKG,2026-08-16T20:30:00+00:00,active
CX381,Cathay Pacific,Shanghai Pudong International,PVG,2026-08-16T19:05:00+00:00,Hong Kong International,HKG,2026-08-16T21:50:00+00:00,active
FM812,China Eastern Airlines,Hong Kong International,HKG,2026-08-16T13:55:00+00:00,Shanghai Pudong International,PVG,2026-08-16T17:05:00+00:00,landed
FM811,China Eastern Airlines,Shanghai Pudong International,PVG,2026-08-16T09:40:00+00:00,Hong Kong International,HKG,2026-08-16T12:45:00+00:00,landed
HO1292,Juneyao Air,Hong Kong International,HKG,2026-08-16T20:45:00+00:00,Shanghai Pudong International,PVG,2026-08-16T23:25:00+00:00,scheduled
HO1291,China Eastern Airlines,Shanghai Pudong International,PVG,2026-08-16T17:00:00+00:00,Hong Kong International,HKG,2026-08-16T19:45:00+00:00,active
9C8716,Spring Airlines,Hong Kong International,HKG,2026-08-15T13:20:00+00:00,Shanghai Pudong International,PVG,2026-08-15T16:00:00+00:00,landed
9C8715,Spring Airlines,Shanghai Pudong International,PVG,2026-08-15T09:15:00+00:00,Hong Kong International,HKG,2026-08-15T12:20:00+00:00,landed
UO522,HK express,Hong Kong International,HKG,2026-08-16T07:05:00+00:00,Diosdado Macapagal International (Clark International),CRK,2026-08-16T09:10:00+00:00,active
UO523,HK express,Diosdado Macapagal International (Clark International),CRK,2026-08-16T10:20:00+00:00,Hong Kong International,HKG,2026-08-16T12:30:00+00:00,landed
5J149,Cebu Pacific,Hong Kong International,HKG,2026-08-16T10:00:00+00:00,Diosdado Macapagal International (Clark International),CRK,2026-08-16T12:05:00+00:00,landed
5J121,Cebu Pacific,Hong Kong International,HKG,2026-08-16T22:35:00+00:00,Diosdado Macapagal International (Clark International),CRK,2026-08-17T00:40:00+00:00,scheduled
5J150,Cebu Pacific,Diosdado Macapagal International (Clark International),CRK,2026-08-16T07:00:00+00:00,Hong Kong International,HKG,2026-08-16T09:15:00+00:00,landed
5J120,Cebu Pacific,Diosdado Macapagal International (Clark International),CRK,2026-08-16T19:30:00+00:00,Hong Kong International,HKG,2026-08-16T21:50:00+00:00,active
UO540,HK express,Hong Kong International,HKG,2026-08-16T07:40:00+00:00,Noibai International,HAN,2026-08-16T08:50:00+00:00,landed
UO541,Cathay Pacific,Noibai International,HAN,2026-08-16T09:35:00+00:00,Hong Kong International,HKG,2026-08-16T12:40:00+00:00,landed
CX741,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:45:00+00:00,Noibai International,HAN,2026-08-16T09:55:00+00:00,landed
CX743,Cathay Pacific,Hong Kong International,HKG,2026-08-16T16:55:00+00:00,Noibai International,HAN,2026-08-16T18:10:00+00:00,active
CX740,Cathay Pacific,Noibai International,HAN,2026-08-16T10:55:00+00:00,Hong Kong International,HKG,2026-08-16T14:05:00+00:00,landed
CX742,Vietnam Airlines,Noibai International,HAN,2026-08-16T19:10:00+00:00,Hong Kong International,HKG,2026-08-16T22:15:00+00:00,active
VN593,Vietnam Airlines,Hong Kong International,HKG,2026-08-16T14:30:00+00:00,Noibai International,HAN,2026-08-16T15:45:00+00:00,active
VN592,Vietnam Airlines,Noibai International,HAN,2026-08-16T10:25:00+00:00,Hong Kong International,HKG,2026-08-16T13:40:00+00:00,landed
CX958,Cathay Pacific,Hong Kong International,HKG,2026-08-16T07:45:00+00:00,Hangzhou,HGH,2026-08-16T10:10:00+00:00,landed
CX960,Cathay Pacific,Hong Kong International,HKG,2026-08-16T12:15:00+00:00,Hangzhou,HGH,2026-08-16T14:40:00+00:00,landed
CX962,Air China,Hong Kong International,HKG,2026-08-16T16:00:00+00:00,Hangzhou,HGH,2026-08-16T18:30:00+00:00,active
CX964,Air China,Hong Kong International,HKG,2026-08-16T20:10:00+00:00,Hangzhou,HGH,2026-08-16T22:35:00+00:00,active
CX965,Air China,Hangzhou,HGH,2026-08-16T08:00:00+00:00,Hong Kong International,HKG,2026-08-16T10:40:00+00:00,landed
CX959,Air China,Hangzhou,HGH,2026-08-16T11:25:00+00:00,Hong Kong International,HKG,2026-08-16T14:05:00+00:00,landed
CX961,Air China,Hangzhou,HGH,2026-08-16T15:55:00+00:00,Hong Kong International,HKG,2026-08-16T18:35:00+00:00,landed
CX963,Air China,Hangzhou,HGH,2026-08-16T19:45:00+00:00,Hong Kong International,HKG,2026-08-16T22:20:00+00:00,active
HX112,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T07:55:00+00:00,Hangzhou,HGH,2026-08-16T10:55:00+00:00,landed
HX128,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T21:05:00+00:00,Hangzhou,HGH,2026-08-16T23:35:00+00:00,active
HX129,Hainan Airlines,Hangzhou,HGH,2026-08-16T08:30:00+00:00,Hong Kong International,HKG,2026-08-16T10:55:00+00:00,landed
HX113,Hainan Airlines,Hangzhou,HGH,2026-08-16T12:00:00+00:00,Hong Kong International,HKG,2026-08-16T14:35:00+00:00,landed
GJ8008,Loong Air,Hong Kong International,HKG,2026-08-16T13:55:00+00:00,Hangzhou,HGH,2026-08-16T16:25:00+00:00,active
GJ8054,Loong Air,Hong Kong International,HKG,2026-08-16T17:25:00+00:00,Hangzhou,HGH,2026-08-16T19:50:00+00:00,active
GJ8007,Loong Air,Hangzhou,HGH,2026-08-16T10:15:00+00:00,Hong Kong International,HKG,2026-08-16T12:55:00+00:00,landed
GJ8053,Loong Air,Hangzhou,HGH,2026-08-16T13:40:00+00:00,Hong Kong International,HKG,2026-08-16T16:25:00+00:00,landed
CA728,Air China,Hong Kong International,HKG,2026-08-16T18:35:00+00:00,Hangzhou,HGH,2026-08-16T20:55:00+00:00,active
CA727,Cathay Pacific,Hangzhou,HGH,2026-08-16T14:50:00+00:00,Hong Kong International,HKG,2026-08-16T17:20:00+00:00,landed
UO598,HK express,Hong Kong International,HKG,2026-08-16T07:45:00+00:00,Duong Dong,PQC,2026-08-16T09:40:00+00:00,active
UO596,Cathay Pacific,Hong Kong International,HKG,2026-08-16T16:10:00+00:00,Duong Dong,PQC,2026-08-16T18:05:00+00:00,scheduled
UO599,HK express,Duong Dong,PQC,2026-08-16T10:40:00+00:00,Hong Kong International,HKG,2026-08-16T14:50:00+00:00,landed
UO597,HK express,Duong Dong,PQC,2026-08-16T19:05:00+00:00,Hong Kong International,HKG,2026-08-16T23:10:00+00:00,active
9G501,Sun PhuQuoc Airways,Hong Kong International,HKG,2026-08-16T16:45:00+00:00,Duong Dong,PQC,2026-08-16T18:35:00+00:00,active
9G502,Sun PhuQuoc Airways,Duong Dong,PQC,2026-08-16T11:55:00+00:00,Hong Kong International,HKG,2026-08-16T15:45:00+00:00,landed
VJ985,VietJet Air,Hong Kong International,HKG,2026-08-15T16:40:00+00:00,Duong Dong,PQC,2026-08-15T18:25:00+00:00,scheduled
VJ986,VietJet Air,Duong Dong,PQC,2026-08-15T11:55:00+00:00,Hong Kong International,HKG,2026-08-15T15:40:00+00:00,landed
UO738,HK express,Hong Kong International,HKG,2026-08-16T07:50:00+00:00,Chiang Mai International,CNX,2026-08-16T09:45:00+00:00,landed
UO744,HK express,Hong Kong International,HKG,2026-08-16T16:50:00+00:00,Chiang Mai International,CNX,2026-08-16T18:40:00+00:00,landed
UO739,HK express,Chiang Mai International,CNX,2026-08-16T10:30:00+00:00,Hong Kong International,HKG,2026-08-16T14:25:00+00:00,landed
UO755,HK express,Chiang Mai International,CNX,2026-08-16T19:25:00+00:00,Hong Kong International,HKG,2026-08-16T23:15:00+00:00,active
CX921,Cathay Pacific,Hong Kong International,HKG,2026-08-16T07:55:00+00:00,Mactan-Cebu International,CEB,2026-08-16T10:50:00+00:00,landed
CX925,Cathay Pacific,Hong Kong International,HKG,2026-08-16T15:20:00+00:00,Mactan-Cebu International,CEB,2026-08-16T18:10:00+00:00,landed
CX948,Cathay Pacific,Mactan-Cebu International,CEB,2026-08-16T12:00:00+00:00,Hong Kong International,HKG,2026-08-16T15:00:00+00:00,landed
CX926,Cathay Pacific,Mactan-Cebu International,CEB,2026-08-16T19:20:00+00:00,Hong Kong International,HKG,2026-08-16T22:15:00+00:00,active
UO192,HK express,Hong Kong International,HKG,2026-08-16T07:55:00+00:00,Chingchuankang,RMQ,2026-08-16T09:35:00+00:00,active
UO102,Cathay Pacific,Hong Kong International,HKG,2026-08-16T09:30:00+00:00,Chingchuankang,RMQ,2026-08-16T11:10:00+00:00,landed
UO172,HK express,Hong Kong International,HKG,2026-08-16T11:05:00+00:00,Chingchuankang,RMQ,2026-08-16T12:45:00+00:00,landed
UO182,HK express,Hong Kong International,HKG,2026-08-16T18:15:00+00:00,Chingchuankang,RMQ,2026-08-16T19:55:00+00:00,landed
UO193,HK express,Chingchuankang,RMQ,2026-08-16T10:25:00+00:00,Hong Kong International,HKG,2026-08-16T12:10:00+00:00,landed
UO103,HK express,Chingchuankang,RMQ,2026-08-16T12:00:00+00:00,Hong Kong International,HKG,2026-08-16T13:45:00+00:00,landed
UO173,HK express,Chingchuankang,RMQ,2026-08-16T13:35:00+00:00,Hong Kong International,HKG,2026-08-16T15:20:00+00:00,active
UO183,HK express,Chingchuankang,RMQ,2026-08-16T20:40:00+00:00,Hong Kong International,HKG,2026-08-16T22:25:00+00:00,active
UO724,HK express,Hong Kong International,HKG,2026-08-16T07:55:00+00:00,Phuket International,HKT,2026-08-16T10:30:00+00:00,landed
UO784,Cathay Pacific,Hong Kong International,HKG,2026-08-16T15:35:00+00:00,Phuket International,HKT,2026-08-16T18:10:00+00:00,landed
UO725,HK express,Phuket International,HKT,2026-08-16T11:15:00+00:00,Hong Kong International,HKG,2026-08-16T16:00:00+00:00,landed
UO795,HK express,Phuket International,HKT,2026-08-16T19:00:00+00:00,Hong Kong International,HKG,2026-08-17T00:00:00+00:00,scheduled
CX771,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:05:00+00:00,Phuket International,HKT,2026-08-16T10:50:00+00:00,landed
CX773,Cathay Pacific,Hong Kong International,HKG,2026-08-16T14:45:00+00:00,Phuket International,HKT,2026-08-16T17:20:00+00:00,landed
CX770,Cathay Pacific,Phuket International,HKT,2026-08-16T11:50:00+00:00,Hong Kong International,HKG,2026-08-16T16:50:00+00:00,landed
CX778,Qatar Airways,Phuket International,HKT,2026-08-16T18:20:00+00:00,Hong Kong International,HKG,2026-08-16T23:15:00+00:00,active
CX488,Cathay Pacific,Hong Kong International,HKG,2026-08-16T08:00:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T09:50:00+00:00,landed
CX564,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T11:05:00+00:00,Kansai International,KIX,2026-08-16T14:50:00+00:00,landed
CX530,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T11:30:00+00:00,Chu-Bu Centrair International (Central Japan International),NGO,2026-08-16T15:30:00+00:00,landed
CX466,Cathay Pacific,Hong Kong International,HKG,2026-08-16T09:00:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T11:00:00+00:00,landed
CX450,Japan Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T13:00:00+00:00,Narita International Airport,NRT,2026-08-16T17:15:00+00:00,active
CX494,Cathay Pacific,Hong Kong International,HKG,2026-08-16T10:10:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T12:10:00+00:00,scheduled
CX400,Cathay Pacific,Hong Kong International,HKG,2026-08-16T13:10:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T15:10:00+00:00,landed
CX420,Cathay Pacific,Hong Kong International,HKG,2026-08-16T13:35:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T15:30:00+00:00,landed
CX472,Cathay Pacific,Hong Kong International,HKG,2026-08-16T15:45:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T17:40:00+00:00,landed
CX402,Cathay Pacific,Hong Kong International,HKG,2026-08-16T18:15:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T20:05:00+00:00,landed
CX464,Cathay Pacific,Hong Kong International,HKG,2026-08-16T19:20:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T21:20:00+00:00,active
CX408,Cathay Pacific,Hong Kong International,HKG,2026-08-16T22:50:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-17T00:35:00+00:00,scheduled
CX469,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T22:20:00+00:00,Hong Kong International,HKG,2026-08-17T00:25:00+00:00,scheduled
CX407,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T08:00:00+00:00,Hong Kong International,HKG,2026-08-16T10:00:00+00:00,landed
CX489,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T10:50:00+00:00,Hong Kong International,HKG,2026-08-16T13:00:00+00:00,landed
CX461,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T12:00:00+00:00,Hong Kong International,HKG,2026-08-16T14:05:00+00:00,landed
CX495,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T13:20:00+00:00,Hong Kong International,HKG,2026-08-16T15:20:00+00:00,active
CX443,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T16:10:00+00:00,Hong Kong International,HKG,2026-08-16T18:10:00+00:00,active
CX421,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T16:30:00+00:00,Hong Kong International,HKG,2026-08-16T18:30:00+00:00,active
CX473,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T18:40:00+00:00,Hong Kong International,HKG,2026-08-16T20:40:00+00:00,active
CX479,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T21:05:00+00:00,Hong Kong International,HKG,2026-08-16T23:05:00+00:00,active
CX422,Cathay Pacific,Hong Kong International,HKG,2026-08-15T07:10:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-15T08:55:00+00:00,landed
CX477,Cathay Pacific,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-15T09:55:00+00:00,Hong Kong International,HKG,2026-08-15T12:05:00+00:00,landed
HB702,Greater Bay Airlines,Hong Kong International,HKG,2026-08-16T08:30:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T10:15:00+00:00,landed
HB704,Greater Bay Airlines,Hong Kong International,HKG,2026-08-16T18:30:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T20:20:00+00:00,active
HB710,Greater Bay Airlines,Hong Kong International,HKG,2026-08-16T22:00:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-17T00:05:00+00:00,scheduled
HB711,Greater Bay Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-17T02:00:00+00:00,Hong Kong International,HKG,2026-08-17T04:00:00+00:00,scheduled
HB703,Greater Bay Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T11:15:00+00:00,Hong Kong International,HKG,2026-08-16T13:05:00+00:00,landed
HB705,Greater Bay Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T21:20:00+00:00,Hong Kong International,HKG,2026-08-16T23:20:00+00:00,scheduled
HX252,EVA Air,Hong Kong International,HKG,2026-08-16T09:15:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T11:15:00+00:00,landed
HX254,EVA Air,Hong Kong International,HKG,2026-08-16T12:55:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T14:45:00+00:00,landed
HX260,EVA Air,Hong Kong International,HKG,2026-08-16T16:20:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T18:20:00+00:00,active
HX282,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T18:50:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T20:45:00+00:00,active
HX253,EVA Air,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T12:15:00+00:00,Hong Kong International,HKG,2026-08-16T14:15:00+00:00,landed
HX255,Hong Kong Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T15:45:00+00:00,Hong Kong International,HKG,2026-08-16T18:10:00+00:00,landed
HX261,EVA Air,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T19:20:00+00:00,Hong Kong International,HKG,2026-08-16T21:20:00+00:00,active
HX283,Hong Kong Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T21:45:00+00:00,Hong Kong International,HKG,2026-08-16T23:45:00+00:00,scheduled
BR892,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T10:10:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T11:55:00+00:00,landed
BR852,EVA Air,Hong Kong International,HKG,2026-08-16T11:05:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T13:00:00+00:00,landed
BR868,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T13:30:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T15:20:00+00:00,active
BR870,EVA Air,Hong Kong International,HKG,2026-08-16T15:25:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T17:15:00+00:00,active
BR872,Hong Kong Airlines,Hong Kong International,HKG,2026-08-16T19:40:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T21:30:00+00:00,active
BR858,EVA Air,Hong Kong International,HKG,2026-08-16T21:05:00+00:00,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T22:50:00+00:00,active
BR891,EVA Air,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T07:00:00+00:00,Hong Kong International,HKG,2026-08-16T08:50:00+00:00,landed
BR851,EVA Air,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T08:15:00+00:00,Hong Kong International,HKG,2026-08-16T10:05:00+00:00,landed
BR867,EVA Air,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T10:05:00+00:00,Hong Kong International,HKG,2026-08-16T12:05:00+00:00,landed
BR869,Hong Kong Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T12:40:00+00:00,Hong Kong International,HKG,2026-08-16T14:25:00+00:00,landed
BR871,EVA Air,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T16:40:00+00:00,Hong Kong International,HKG,2026-08-16T18:30:00+00:00,landed
BR857,Hong Kong Airlines,Taiwan Taoyuan International (Chiang Kai Shek International),TPE,2026-08-16T18:10:00+00:00,Hong Kong International,HKG,2026-08-16T19:55:00+00:00,landed
